DroneID,PosX,PosY,PosZ,VelX,VelY,VelZ,ThrustZ
2,17.65,-0.52,6.73,-0.37,-0.00,-0.00,11.77
3,11.85,1.16,6.73,0.27,-0.02,-0.00,11.77
4,15.20,2.07,6.73,-0.18,-0.33,-0.00,11.77
0,10.93,-2.21,6.73,0.35,0.27,-0.00,11.77
1,14.26,-1.41,6.73,-0.66,-0.08,-0.00,11.77
2,17.68,-0.51,6.73,0.29,0.08,-0.00,11.77
3,11.83,1.13,6.73,-0.24,-0.25,-0.00,11.77
4,15.20,2.04,6.73,-0.08,-0.30,-0.00,11.77
0,10.90,-2.25,6.73,-0.30,-0.43,-0.00,11.77
1,14.32,-1.38,6.73,0.55,0.32,-0.00,11.77
2,17.63,-0.50,6.73,-0.54,0.05,-0.00,11.77
3,11.86,1.18,6.73,0.30,0.44,-0.00,11.77
4,15.19,2.01,6.73,-0.08,-0.30,-0.00,11.77
0,10.93,-2.22,6.73,0.35,0.28,-0.00,11.77
1,14.25,-1.38,6.73,-0.64,0.02,-0.00,11.77
2,17.63,-0.48,6.73,0.06,0.20,-0.00,11.77
3,11.83,1.14,6.73,-0.28,-0.35,-0.00,11.77
4,15.23,2.00,6.73,0.41,-0.17,-0.00,11.77
0,10.92,-2.22,6.73,-0.17,0.05,-0.00,11.77
1,14.29,-1.40,6.73,0.39,-0.26,-0.00,11.77
2,17.68,-0.51,6.73,0.46,-0.24,-0.00,11.77
3,11.83,1.22,6.73,-0.05,0.79,-0.00,11.77
4,15.17,2.02,6.73,-0.57,0.21,-0.00,11.77
0,10.95,-2.19,6.73,0.35,0.27,-0.00,11.77
1,14.34,-1.39,6.73,0.48,0.12,-0.00,11.77
2,17.62,-0.50,6.73,-0.54,0.05,-0.00,11.77
3,11.80,1.19,6.73,-0.28,-0.34,-0.00,11.77
4,15.22,2.01,6.73,0.44,-0.08,-0.00,11.77
0,10.91,-2.25,6.73,-0.41,-0.55,-0.00,11.77
1,14.33,-1.38,6.73,-0.05,0.17,-0.00,11.77
2,17.69,-0.53,6.73,0.64,-0.27,-0.00,11.77
3,11.84,1.23,6.73,0.46,0.38,-0.00,11.77
4,15.16,2.02,6.73,-0.59,0.11,-0.00,11.77
0,10.95,-2.22,6.73,0.45,0.30,-0.00,11.77
1,14.26,-1.43,6.73,-0.77,-0.55,-0.00,11.77
2,17.71,-0.52,6.73,0.21,0.15,-0.00,11.77
3,11.80,1.21,6.73,-0.43,-0.20,-0.00,11.77
4,15.21,2.06,6.73,0.56,0.40,-0.00,11.77
0,10.99,-2.19,6.73,0.35,0.27,-0.00,11.77
1,14.27,-1.42,6.73,0.13,0.13,-0.00,11.77
2,17.67,-0.52,6.73,-0.37,-0.00,-0.00,11.77
3,11.83,1.19,6.73,0.32,-0.20,-0.00,11.77
4,15.19,2.03,6.73,-0.18,-0.33,-0.00,11.77
0,10.95,-2.24,6.73,-0.43,-0.55,-0.00,11.77
1,14.31,-1.40,6.73,0.44,0.19,-0.00,11.77
2,17.64,-0.51,6.73,-0.34,0.10,-0.00,11.77
3,11.85,1.23,6.73,0.12,0.48,-0.00,11.77
4,15.24,2.01,6.73,0.41,-0.18,-0.00,11.77
0,10.93,-2.24,6.73,-0.16,0.05,-0.00,11.77
1,14.31,-1.38,6.73,-0.05,0.17,-0.00,11.77
2,17.70,-0.53,6.73,0.64,-0.28,-0.00,11.77
3,11.82,1.20,6.73,-0.27,-0.34,-0.00,11.77
4,15.20,2.04,6.73,-0.37,0.26,-0.00,11.77
0,10.90,-2.23,6.73,-0.33,0.10,-0.00,11.77
1,14.26,-1.38,6.73,-0.53,0.06,-0.00,11.77
2,17.71,-0.51,6.73,0.04,0.20,-0.00,11.77
3,11.79,1.17,6.73,-0.26,-0.35,-0.00,11.77
4,15.19,2.02,6.73,-0.05,-0.20,-0.00,11.77
0,10.93,-2.20,6.73,0.35,0.27,-0.00,11.77
1,14.32,-1.35,6.73,0.61,0.25,-0.00,11.77
2,17.67,-0.51,6.73,-0.37,-0.00,-0.00,11.77
3,11.82,1.15,6.73,0.25,-0.12,-0.00,11.77
4,15.18,1.99,6.73,-0.15,-0.22,-0.00,11.77
0,10.90,-2.24,6.73,-0.29,-0.43,-0.00,11.77
1,14.30,-1.39,6.73,-0.21,-0.41,-0.00,11.77
2,17.69,-0.50,6.73,0.22,0.15,-0.00,11.77
3,11.83,1.20,6.73,0.13,0.48,-0.00,11.77
4,15.19,2.02,6.73,0.07,0.29,-0.00,11.77
0,10.89,-2.23,6.73,-0.13,0.16,-0.00,11.77
1,14.36,-1.37,6.73,0.60,0.25,-0.00,11.77
2,17.65,-0.50,6.73,-0.37,-0.00,-0.00,11.77
3,11.80,1.17,6.73,-0.27,-0.35,-0.00,11.77
4,15.18,1.99,6.73,-0.08,-0.30,-0.00,11.77
0,10.90,-2.22,6.73,0.13,0.12,-0.00,11.77
1,14.28,-1.43,6.73,-0.79,-0.57,-0.00,11.77
2,17.66,-0.48,6.73,0.05,0.20,-0.00,11.77
3,11.76,1.14,6.73,-0.44,-0.29,-0.00,11.77
4,15.23,2.03,6.73,0.55,0.41,-0.00,11.77
0,10.87,-2.26,6.73,-0.29,-0.42,-0.00,11.77
1,14.28,-1.41,6.73,0.05,0.20,-0.00,11.77
2,17.66,-0.52,6.73,0.05,-0.43,-0.00,11.77
3,11.81,1.18,6.73,0.47,0.39,-0.00,11.77
4,15.17,2.04,6.73,-0.60,0.10,-0.00,11.77
0,10.91,-2.23,6.73,0.35,0.28,-0.00,11.77
1,14.28,-1.39,6.73,-0.05,0.18,-0.00,11.77
2,17.67,-0.50,6.73,0.04,0.20,-0.00,11.77
3,11.82,1.16,6.73,0.14,-0.15,-0.00,11.77
4,15.21,2.04,6.73,0.36,-0.00,-0.00,11.77
0,10.88,-2.22,6.73,-0.33,0.10,-0.00,11.77
1,14.33,-1.37,6.73,0.51,0.22,-0.00,11.77
2,17.61,-0.50,6.73,-0.54,0.05,-0.00,11.77
3,11.85,1.14,6.73,0.31,-0.20,-0.00,11.77
4,15.19,2.01,6.73,-0.18,-0.32,-0.00,11.77
0,10.92,-2.19,6.73,0.45,0.30,-0.00,11.77
1,14.26,-1.42,6.73,-0.69,-0.54,-0.00,11.77
2,17.68,-0.53,6.73,0.64,-0.28,-0.00,11.77
3,11.83,1.12,6.73,-0.25,-0.25,-0.00,11.77
4,15.14,2.04,6.73,-0.47,0.23,-0.00,11.77
0,10.88,-2.25,6.73,-0.43,-0.56,-0.00,11.77
1,14.31,-1.39,6.73,0.55,0.32,-0.00,11.77
2,17.62,-0.52,6.73,-0.54,0.05,-0.00,11.77
3,11.80,1.09,6.73,-0.25,-0.26,-0.00,11.77
4,15.18,2.02,6.73,0.41,-0.16,-0.00,11.77
0,10.91,-2.28,6.73,0.29,-0.28,-0.00,11.77
1,14.30,-1.37,6.73,-0.15,0.15,-0.00,11.77
2,17.63,-0.50,6.73,0.05,0.20,-0.00,11.77
3,11.84,1.14,6.73,0.40,0.46,-0.00,11.77
4,15.18,2.00,6.73,-0.05,-0.20,-0.00,11.77
0,10.92,-2.26,6.73,0.13,0.13,-0.00,11.77
1,14.22,-1.43,6.73,-0.78,-0.56,-0.00,11.77
2,17.59,-0.49,6.73,-0.44,0.07,-0.00,11.77
3,11.79,1.12,6.73,-0.52,-0.23,-0.00,11.77
4,15.19,2.03,6.73,0.07,0.28,-0.00,11.77
0,10.93,-2.31,6.73,0.07,-0.43,-0.00,11.77
1,14.22,-1.41,6.73,-0.02,0.17,-0.00,11.77
2,17.63,-0.52,6.73,0.46,-0.23,-0.00,11.77
3,11.83,1.15,6.73,0.36,0.36,-0.00,11.77
4,15.17,2.01,6.73,-0.13,-0.13,-0.00,11.77
0,10.89,-2.30,6.73,-0.34,0.09,-0.00,11.77
1,14.27,-1.39,6.73,0.52,0.23,-0.00,11.77
2,17.60,-0.51,6.73,-0.34,0.10,-0.00,11.77
3,11.80,1.12,6.73,-0.27,-0.35,-0.00,11.77
4,15.17,1.98,6.73,-0.08,-0.30,-0.00,11.77
0,10.88,-2.29,6.73,-0.16,0.05,-0.00,11.77
1,14.26,-1.38,6.73,-0.08,0.07,-0.00,11.77
2,17.66,-0.53,6.73,0.67,-0.18,-0.00,11.77
3,11.78,1.09,6.73,-0.24,-0.24,-0.00,11.77
4,15.18,2.07,6.73,0.14,0.83,-0.00,11.77
0,10.92,-2.26,6.73,0.45,0.30,-0.00,11.77
1,14.25,-1.37,6.73,-0.14,0.15,-0.00,11.77
2,17.62,-0.53,6.73,-0.47,-0.03,-0.00,11.77
3,11.78,1.08,6.73,0.07,-0.07,-0.00,11.77
4,15.16,2.03,6.73,-0.18,-0.33,-0.00,11.77
0,10.88,-2.32,6.73,-0.42,-0.57,-0.00,11.77
1,14.29,-1.39,6.73,0.38,-0.24,-0.00,11.77
2,17.62,-0.51,6.73,0.05,0.19,-0.00,11.77
3,11.79,1.17,6.73,0.04,0.82,-0.00,11.77
4,15.17,2.03,6.73,0.07,-0.07,-0.00,11.77
0,10.92,-2.29,6.73,0.45,0.31,-0.00,11.77
1,14.24,-1.39,6.73,-0.46,-0.03,-0.00,11.77
2,17.64,-0.49,6.73,0.22,0.15,-0.00,11.77
3,11.76,1.13,6.73,-0.26,-0.35,-0.00,11.77
4,15.21,2.01,6.73,0.40,-0.18,-0.00,11.77
0,10.90,-2.28,6.73,-0.27,0.02,-0.00,11.77
1,14.30,-1.36,6.73,0.54,0.33,-0.00,11.77
2,17.65,-0.54,6.73,0.05,-0.43,-0.00,11.77
3,11.79,1.11,6.73,0.32,-0.20,-0.00,11.77
4,15.15,2.02,6.73,-0.60,0.10,-0.00,11.77
0,10.94,-2.25,6.73,0.45,0.30,-0.00,11.77
1,14.28,-1.40,6.73,-0.19,-0.41,-0.00,11.77
2,17.65,-0.52,6.73,0.05,0.19,-0.00,11.77
3,11.82,1.09,6.73,0.22,-0.22,-0.00,11.77
4,15.21,2.08,6.73,0.60,0.61,-0.00,11.77
0,10.89,-2.30,6.73,-0.49,-0.48,-0.00,11.77
1,14.28,-1.40,6.73,0.01,-0.00,-0.00,11.77
2,17.66,-0.50,6.73,0.04,0.20,-0.00,11.77
3,11.83,1.09,6.73,0.17,-0.04,-0.00,11.77
4,15.19,2.05,6.73,-0.18,-0.33,-0.00,11.77
0,10.91,-2.28,6.73,0.15,0.23,-0.00,11.77
1,14.26,-1.44,6.73,-0.20,-0.41,-0.00,11.77
2,17.68,-0.48,6.73,0.21,0.15,-0.00,11.77
3,11.81,1.11,6.73,-0.20,0.21,-0.00,11.77
4,15.24,2.04,6.73,0.52,-0.04,-0.00,11.77
0,10.89,-2.26,6.73,-0.14,0.16,-0.00,11.77
1,14.30,-1.41,6.73,0.45,0.30,-0.00,11.77
2,17.65,-0.48,6.73,-0.27,0.02,-0.00,11.77
3,11.84,1.09,6.73,0.32,-0.19,-0.00,11.77
4,15.23,2.01,6.73,-0.08,-0.30,-0.00,11.77
0,10.94,-2.24,6.73,0.42,0.20,-0.00,11.77
1,14.24,-1.41,6.73,-0.62,0.01,-0.00,11.77
2,17.61,-0.48,6.73,-0.37,-0.01,-0.00,11.77
3,11.87,1.13,6.73,0.31,0.43,-0.00,11.77
4,15.21,1.99,6.73,-0.25,-0.25,-0.00,11.77
0,10.96,-2.23,6.73,0.22,0.15,-0.00,11.77
1,14.33,-1.43,6.73,0.93,-0.21,-0.00,11.77
2,17.57,-0.49,6.73,-0.46,-0.03,-0.00,11.77
3,11.84,1.10,6.73,-0.35,-0.27,-0.00,11.77
4,15.21,2.01,6.73,-0.02,0.26,-0.00,11.77
0,10.92,-2.28,6.73,-0.42,-0.55,-0.00,11.77
1,14.33,-1.43,6.73,0.01,0.07,-0.00,11.77
2,17.62,-0.51,6.73,0.49,-0.23,-0.00,11.77
3,11.81,1.13,6.73,-0.28,0.28,-0.00,11.77
4,15.21,2.04,6.73,-0.02,0.27,-0.00,11.77
0,10.94,-2.27,6.73,0.22,0.15,-0.00,11.77
1,14.28,-1.43,6.73,-0.57,-0.06,-0.00,11.77
2,17.62,-0.49,6.73,0.06,0.21,-0.00,11.77
3,11.84,1.11,6.73,0.32,-0.20,-0.00,11.77
4,15.19,2.01,6.73,-0.18,-0.33,-0.00,11.77
0,10.91,-2.27,6.73,-0.27,0.03,-0.00,11.77
1,14.27,-1.43,6.73,-0.06,0.06,-0.00,11.77
2,17.63,-0.47,6.73,0.12,0.13,-0.00,11.77
3,11.82,1.08,6.73,-0.27,-0.35,-0.00,11.77
4,15.19,2.04,6.73,-0.01,0.26,-0.00,11.77
0,10.86,-2.31,6.73,-0.49,-0.48,-0.00,11.77
1,14.26,-1.42,6.73,-0.06,0.06,-0.00,11.77
2,17.64,-0.45,6.73,0.04,0.20,-0.00,11.77
3,11.86,1.12,6.73,0.40,0.47,-0.00,11.77
4,15.17,2.00,6.73,-0.18,-0.33,-0.00,11.77
0,10.90,-2.29,6.73,0.35,0.28,-0.00,11.77
1,14.27,-1.40,6.73,0.05,0.20,-0.00,11.77
2,17.63,-0.49,6.73,-0.11,-0.39,-0.00,11.77
3,11.83,1.09,6.73,-0.28,-0.35,-0.00,11.77
4,15.17,2.03,6.73,-0.01,0.25,-0.00,11.77
0,10.90,-2.29,6.73,0.00,0.00,-0.00,11.77
1,14.31,-1.43,6.73,0.37,-0.26,-0.00,11.77
2,17.63,-0.47,6.73,0.04,0.20,-0.00,11.77
3,11.76,1.10,6.73,-0.69,0.07,-0.00,11.77
4,15.21,2.01,6.73,0.40,-0.16,-0.00,11.77
0,10.92,-2.32,6.73,0.20,-0.30,-0.00,11.77
1,14.30,-1.43,6.73,-0.10,-0.03,-0.00,11.77
2,17.63,-0.51,6.73,-0.02,-0.36,-0.00,11.77
3,11.79,1.09,6.73,0.35,-0.09,-0.00,11.77
4,15.16,2.03,6.73,-0.48,0.23,-0.00,11.77
0,10.88,-2.32,6.73,-0.35,0.00,-0.00,11.77
1,14.30,-1.42,6.73,0.02,0.09,-0.00,11.77
2,17.63,-0.49,6.73,0.05,0.20,-0.00,11.77
3,11.82,1.06,6.73,0.22,-0.22,-0.00,11.77
4,15.20,2.02,6.73,0.40,-0.17,-0.00,11.77
0,10.90,-2.30,6.73,0.22,0.15,-0.00,11.77
1,14.23,-1.43,6.73,-0.65,-0.09,-0.00,11.77
2,17.65,-0.48,6.73,0.12,0.13,-0.00,11.77
3,11.84,1.04,6.73,0.21,-0.22,-0.00,11.77
4,15.14,2.03,6.73,-0.60,0.10,-0.00,11.77
0,10.87,-2.30,6.73,-0.36,-0.00,-0.00,11.77
1,14.33,-1.44,6.73,0.97,-0.11,-0.00,11.77
2,17.60,-0.48,6.73,-0.47,-0.04,-0.00,11.77
3,11.77,1.06,6.73,-0.66,0.17,-0.00,11.77
4,15.18,2.01,6.73,0.41,-0.16,-0.00,11.77
0,10.91,-2.28,6.73,0.42,0.20,-0.00,11.77
1,14.27,-1.44,6.73,-0.64,0.00,-0.00,11.77
2,17.65,-0.50,6.73,0.47,-0.22,-0.00,11.77
3,11.82,1.10,6.73,0.47,0.39,-0.00,11.77
4,15.13,2.03,6.73,-0.47,0.23,-0.00,11.77
0,10.88,-2.28,6.73,-0.26,0.03,-0.00,11.77
1,14.33,-1.41,6.73,0.61,0.25,-0.00,11.77
2,17.61,-0.49,6.73,-0.34,0.09,-0.00,11.77
3,11.79,1.06,6.73,-0.27,-0.36,-0.00,11.77
4,15.18,2.03,6.73,0.44,-0.06,-0.00,11.77
0,10.89,-2.32,6.73,0.07,-0.43,-0.00,11.77
1,14.26,-1.42,6.73,-0.67,-0.09,-0.00,11.77
2,17.62,-0.47,6.73,0.06,0.20,-0.00,11.77
3,11.82,1.06,6.73,0.27,-0.02,-0.00,11.77
4,15.18,2.02,6.73,-0.03,-0.10,-0.00,11.77
0,10.88,-2.32,6.73,-0.16,0.05,-0.00,11.77
1,14.35,-1.43,6.73,0.85,-0.13,-0.00,11.77
2,17.63,-0.46,6.73,0.11,0.13,-0.00,11.77
3,11.75,1.07,6.73,-0.68,0.07,-0.00,11.77
4,15.17,2.04,6.73,-0.02,0.26,-0.00,11.77
0,10.91,-2.34,6.73,0.30,-0.27,-0.00,11.77
1,14.28,-1.43,6.73,-0.64,0.00,-0.00,11.77
2,17.63,-0.44,6.73,0.05,0.21,-0.00,11.77
3,11.80,1.11,6.73,0.47,0.39,-0.00,11.77
4,15.16,2.02,6.73,-0.15,-0.23,-0.00,11.77
0,10.86,-2.35,6.73,-0.45,-0.03,-0.00,11.77
1,14.28,-1.42,6.73,-0.04,0.16,-0.00,11.77
2,17.68,-0.46,6.73,0.46,-0.22,-0.00,11.77
3,11.77,1.07,6.73,-0.26,-0.35,-0.00,11.77
4,15.19,2.01,6.73,0.33,-0.10,-0.00,11.77
0,10.91,-2.32,6.73,0.45,0.31,-0.00,11.77
1,14.28,-1.40,6.73,0.05,0.20,-0.00,11.77
2,17.63,-0.46,6.73,-0.54,0.03,-0.00,11.77
3,11.80,1.06,6.73,0.35,-0.09,-0.00,11.77
4,15.19,1.99,6.73,-0.05,-0.20,-0.00,11.77
0,10.93,-2.34,6.73,0.29,-0.27,-0.00,11.77
1,14.26,-1.44,6.73,-0.20,-0.41,-0.00,11.77
2,17.69,-0.49,6.73,0.64,-0.27,-0.00,11.77
3,11.80,1.14,6.73,-0.05,0.78,-0.00,11.77
4,15.14,2.01,6.73,-0.48,0.23,-0.00,11.77
0,10.91,-2.35,6.73,-0.29,-0.08,-0.00,11.77
1,14.31,-1.41,6.73,0.44,0.31,-0.00,11.77
2,17.65,-0.49,6.73,-0.37,-0.01,-0.00,11.77
3,11.77,1.11,6.73,-0.27,-0.35,-0.00,11.77
4,15.13,1.98,6.73,-0.07,-0.30,-0.00,11.77
0,10.95,-2.32,6.73,0.44,0.31,-0.00,11.77
1,14.23,-1.46,6.73,-0.77,-0.57,-0.00,11.77
2,17.66,-0.47,6.73,0.04,0.20,-0.00,11.77
3,11.73,1.08,6.73,-0.43,-0.30,-0.00,11.77
4,15.18,2.03,6.73,0.55,0.41,-0.00,11.77
0,10.92,-2.36,6.73,-0.29,-0.43,-0.00,11.77
1,14.28,-1.44,6.73,0.53,0.23,-0.00,11.77
2,17.64,-0.47,6.73,-0.20,-0.05,-0.00,11.77
3,11.77,1.12,6.73,0.38,0.47,-0.00,11.77
4,15.17,1.99,6.73,-0.18,-0.33,-0.00,11.77
0,10.91,-2.35,6.73,-0.13,0.15,-0.00,11.77
1,14.28,-1.42,6.73,-0.04,0.17,-0.00,11.77
2,17.68,-0.49,6.73,0.46,-0.22,-0.00,11.77
3,11.80,1.10,6.73,0.32,-0.20,-0.00,11.77
4,15.11,2.01,6.73,-0.57,0.20,-0.00,11.77
0,10.89,-2.33,6.73,-0.13,0.15,-0.00,11.77
1,14.33,-1.39,6.73,0.53,0.33,-0.00,11.77
2,17.64,-0.49,6.73,-0.44,0.07,-0.00,11.77
3,11.77,1.07,6.73,-0.27,-0.36,-0.00,11.77
4,15.14,2.00,6.73,0.34,-0.09,-0.00,11.77
0,10.94,-2.31,6.73,0.42,0.21,-0.00,11.77
1,14.30,-1.43,6.73,-0.29,-0.44,-0.00,11.77
2,17.64,-0.47,6.73,0.05,0.20,-0.00,11.77
3,11.72,1.05,6.73,-0.50,-0.23,-0.00,11.77
4,15.21,2.06,6.73,0.66,0.54,-0.00,11.77
0,10.97,-2.29,6.73,0.32,0.18,-0.00,11.77
1,14.29,-1.43,6.73,-0.07,0.06,-0.00,11.77
2,17.65,-0.45,6.73,0.04,0.20,-0.00,11.77
3,11.75,1.09,6.73,0.29,0.45,-0.00,11.77
4,15.19,2.03,6.73,-0.15,-0.23,-0.00,11.77
0,10.94,-2.30,6.73,-0.29,-0.07,-0.00,11.77
1,14.29,-1.42,6.73,-0.06,0.06,-0.00,11.77
2,17.71,-0.47,6.73,0.63,-0.27,-0.00,11.77
3,11.79,1.13,6.73,0.36,0.37,-0.00,11.77
4,15.14,2.04,6.73,-0.60,0.10,-0.00,11.77
0,10.91,-2.29,6.73,-0.34,0.10,-0.00,11.77
1,14.34,-1.39,6.73,0.54,0.33,-0.00,11.77
2,17.66,-0.48,6.73,-0.47,-0.03,-0.00,11.77
3,11.79,1.11,6.73,0.05,-0.17,-0.00,11.77
4,15.18,2.03,6.73,0.41,-0.17,-0.00,11.77
0,10.93,-2.27,6.73,0.25,0.25,-0.00,11.77
1,14.28,-1.40,6.73,-0.66,-0.09,-0.00,11.77
2,17.68,-0.46,6.73,0.22,0.15,-0.00,11.77
3,11.82,1.10,6.73,0.24,-0.12,-0.00,11.77
4,15.15,2.00,6.73,-0.25,-0.25,-0.00,11.77
0,10.91,-2.26,6.73,-0.17,0.05,-0.00,11.77
1,14.33,-1.38,6.73,0.51,0.23,-0.00,11.77
2,17.64,-0.46,6.73,-0.44,0.06,-0.00,11.77
3,11.80,1.13,6.73,-0.19,0.30,-0.00,11.77
4,15.19,1.99,6.73,0.41,-0.16,-0.00,11.77
0,10.96,-2.23,6.73,0.45,0.30,-0.00,11.77
1,14.25,-1.43,6.73,-0.79,-0.57,-0.00,11.77
2,17.69,-0.48,6.73,0.48,-0.23,-0.00,11.77
3,11.82,1.13,6.73,0.27,-0.02,-0.00,11.77
4,15.16,2.06,6.73,-0.36,0.71,-0.00,11.77
0,10.94,-2.22,6.73,-0.18,0.05,-0.00,11.77
1,14.31,-1.41,6.73,0.63,0.25,-0.00,11.77
2,17.63,-0.47,6.73,-0.54,0.04,-0.00,11.77
3,11.81,1.15,6.73,-0.12,0.23,-0.00,11.77
4,15.15,2.03,6.73,-0.08,-0.30,-0.00,11.77
0,10.91,-2.27,6.73,-0.29,-0.42,-0.00,11.77
1,14.36,-1.39,6.73,0.51,0.22,-0.00,11.77
2,17.64,-0.45,6.73,0.05,0.21,-0.00,11.77
3,11.84,1.19,6.73,0.29,0.43,-0.00,11.77
4,15.20,2.03,6.73,0.46,0.03,-0.00,11.77
0,10.93,-2.25,6.73,0.23,0.15,-0.00,11.77
1,14.30,-1.38,6.73,-0.64,0.01,-0.00,11.77
2,17.64,-0.49,6.73,-0.02,-0.36,-0.00,11.77
3,11.82,1.16,6.73,-0.27,-0.35,-0.00,11.77
4,15.21,2.07,6.73,0.11,0.38,-0.00,11.77
0,10.91,-2.25,6.73,-0.26,0.03,-0.00,11.77
1,14.30,-1.39,6.73,-0.00,-0.01,-0.00,11.77
2,17.64,-0.47,6.73,0.05,0.20,-0.00,11.77
3,11.82,1.15,6.73,0.07,-0.07,-0.00,11.77
4,15.20,2.04,6.73,-0.08,-0.30,-0.00,11.77
0,10.94,-2.22,6.73,0.35,0.28,-0.00,11.77
1,14.30,-1.39,6.73,-0.00,-0.01,-0.00,11.77
2,17.67,-0.45,6.73,0.31,0.18,-0.00,11.77
3,11.80,1.12,6.73,-0.26,-0.35,-0.00,11.77
4,15.24,2.02,6.73,0.40,-0.17,-0.00,11.77
0,10.91,-2.27,6.73,-0.29,-0.43,-0.00,11.77
1,14.35,-1.35,6.73,0.54,0.32,-0.00,11.77
2,17.68,-0.50,6.73,0.06,-0.43,-0.00,11.77
3,11.83,1.16,6.73,0.30,0.44,-0.00,11.77
4,15.18,2.03,6.73,-0.60,0.11,-0.00,11.77
0,10.95,-2.25,6.73,0.32,0.18,-0.00,11.77
1,14.27,-1.41,6.73,-0.78,-0.56,-0.00,11.77
2,17.64,-0.50,6.73,-0.37,-0.00,-0.00,11.77
3,11.80,1.13,6.73,-0.27,-0.35,-0.00,11.77
4,15.23,2.07,6.73,0.55,0.41,-0.00,11.77
0,10.92,-2.29,6.73,-0.29,-0.43,-0.00,11.77
1,14.22,-1.41,6.73,-0.52,0.05,-0.00,11.77
2,17.65,-0.48,6.73,0.04,0.20,-0.00,11.77
3,11.85,1.16,6.73,0.46,0.39,-0.00,11.77
4,15.22,2.05,6.73,-0.15,-0.23,-0.00,11.77
0,10.92,-2.28,6.73,0.03,0.10,-0.00,11.77
1,14.31,-1.42,6.73,0.86,-0.13,-0.00,11.77
2,17.61,-0.48,6.73,-0.37,-0.01,-0.00,11.77
3,11.81,1.19,6.73,-0.36,0.26,-0.00,11.77
4,15.27,2.05,6.73,0.55,0.05,-0.00,11.77
0,10.91,-2.26,6.73,-0.13,0.16,-0.00,11.77
1,14.30,-1.41,6.73,-0.08,0.06,-0.00,11.77
2,17.62,-0.52,6.73,0.15,-0.42,-0.00,11.77
3,11.83,1.17,6.73,0.22,-0.23,-0.00,11.77
4,15.21,2.07,6.73,-0.60,0.12,-0.00,11.77
0,10.89,-2.26,6.73,-0.16,0.06,-0.00,11.77
1,14.29,-1.40,6.73,-0.05,0.17,-0.00,11.77
2,17.67,-0.50,6.73,0.42,0.21,-0.00,11.77
3,11.81,1.13,6.73,-0.26,-0.35,-0.00,11.77
4,15.20,2.04,6.73,-0.08,-0.30,-0.00,11.77
0,10.93,-2.23,6.73,0.35,0.28,-0.00,11.77
1,14.29,-1.39,6.73,-0.07,0.07,-0.00,11.77
2,17.69,-0.48,6.73,0.21,0.15,-0.00,11.77
3,11.81,1.13,6.73,0.07,-0.07,-0.00,11.77
4,15.20,2.03,6.73,-0.03,-0.10,-0.00,11.77
0,10.90,-2.27,6.73,-0.29,-0.43,-0.00,11.77
1,14.34,-1.36,6.73,0.54,0.32,-0.00,11.77
2,17.63,-0.48,6.73,-0.54,0.04,-0.00,11.77
3,11.84,1.17,6.73,0.30,0.44,-0.00,11.77
4,15.18,2.00,6.73,-0.25,-0.25,-0.00,11.77
0,10.94,-2.24,6.73,0.45,0.30,-0.00,11.77
1,14.26,-1.41,6.73,-0.79,-0.57,-0.00,11.77
2,17.65,-0.47,6.73,0.13,0.13,-0.00,11.77
3,11.81,1.13,6.73,-0.28,-0.34,-0.00,11.77
4,15.19,2.08,6.73,0.14,0.84,-0.00,11.77
0,10.91,-2.29,6.73,-0.30,-0.42,-0.00,11.77
1,14.32,-1.39,6.73,0.62,0.25,-0.00,11.77
2,17.60,-0.46,6.73,-0.44,0.07,-0.00,11.77
3,11.86,1.17,6.73,0.46,0.39,-0.00,11.77
4,15.17,2.05,6.73,-0.18,-0.33,-0.00,11.77
0,10.92,-2.27,6.73,0.12,0.13,-0.00,11.77
1,14.26,-1.41,6.73,-0.59,-0.17,-0.00,11.77
2,17.65,-0.48,6.73,0.47,-0.22,-0.00,11.77
3,11.83,1.14,6.73,-0.28,-0.35,-0.00,11.77
4,15.17,2.08,6.73,-0.00,0.26,-0.00,11.77
0,10.91,-2.26,6.73,-0.14,0.15,-0.00,11.77
1,14.32,-1.37,6.73,0.54,0.33,-0.00,11.77
2,17.61,-0.48,6.73,-0.37,-0.00,-0.00,11.77
3,11.79,1.11,6.73,-0.44,-0.31,-0.00,11.77
4,15.21,2.06,6.73,0.40,-0.17,-0.00,11.77
0,10.94,-2.29,6.73,0.29,-0.28,-0.00,11.77
1,14.26,-1.38,6.73,-0.57,-0.06,-0.00,11.77
2,17.68,-0.51,6.73,0.64,-0.28,-0.00,11.77
3,11.83,1.15,6.73,0.40,0.46,-0.00,11.77
4,15.17,2.08,6.73,-0.47,0.23,-0.00,11.77
0,10.93,-2.27,6.73,-0.14,0.15,-0.00,11.77
1,14.32,-1.34,6.73,0.54,0.33,-0.00,11.77
2,17.62,-0.50,6.73,-0.54,0.05,-0.00,11.77
3,11.80,1.12,6.73,-0.27,-0.36,-0.00,11.77
4,15.21,2.09,6.73,0.46,0.03,-0.00,11.77
0,10.97,-2.24,6.73,0.44,0.30,-0.00,11.77
1,14.30,-1.33,6.73,-0.15,0.14,-0.00,11.77
2,17.63,-0.49,6.73,0.06,0.20,-0.00,11.77
3,11.84,1.11,6.73,0.34,-0.09,-0.00,11.77
4,15.20,2.06,6.73,-0.08,-0.30,-0.00,11.77
